"categoryQuestion_or","answer"
"ମୋତେ UPI ପିନ୍ ସେଟ୍ କରିବାକୁ ପଡିବ ନା ମୁଁ କାର୍ଡ ପିନ୍ ବ୍ୟବହାର କରି କ୍ରେଡିଟ୍ କାର୍ଡ କାରବାରକୁ ପ୍ରାମାଣିକରଣ କରିପାରିବି?","[""<p>ଏହି କାରବାରକୁ ପ୍ରାମାଣିକରଣ କରିବାକୁ ଆପଣଙ୍କୁ UPI ପିନ୍ ସେଟଅପ୍ କରିବାକୁ ପଡିବ |</p>""]"
"ମୋର ଆଧାର ବ୍ୟବହାର କରି ମୁଁ କେଉଁ ପ୍ରକାର କାରବାର କରିପାରିବି?","[""<p>ଆଧାର ବ୍ୟବହାର କରି, ଆପଣ ନଗଦ ଟଙ୍କା ଜମା କରିପାରିବେ, ନଗଦ ଜମା କରିପାରିବେ, ବାଲାନ୍ସ ଚେକ୍ କରିପାରିବେ, ପାଣ୍ଠି ସ୍ଥାନାନ୍ତର କରିପାରିବେ ଏବଂ ବ୍ୟବସାୟୀ କାରବାର ମଧ୍ୟ କରିପାରିବେ (BHIM ଆଧାର - ବ୍ୟବସାୟୀ କାରବାର)।</p>""]"
"କ୍ଲିୟରାନ୍ସ କର୍ପୋରେସନ୍ ଅଫ୍ ଇଣ୍ଡିଆ (CCIL) ଲିମିଟେଡ୍ କ’ଣ?","[""<p>କ୍ଲିୟରାନ୍ସ କର୍ପୋରେସନ୍ ଅଫ୍ ଇଣ୍ଡିଆ ଲିମିଟେଡ୍ (CCIL) ଏପ୍ରିଲ୍ 2001 ରେ ସ୍ଥାପିତ ହୋଇଥିଲା ଏବଂ ମନି, ସରକାରୀ ସିକ୍ୟୁରିଟି, ବିଦେଶିକ ବିନିମୟ ଏବଂ ଡେରିଭେଟିଭ୍ ବଜାରରେ କାରବାର ପାଇଁ ସୁନିଶ୍ଚିତ କ୍ଲିୟରାନ୍ସ ଏବଂ ସମାଧାନ ସେବା ଯୋଗାଇବା ହେଉଛି କେନ୍ଦ୍ରୀୟ ପ୍ରତିପକ୍ଷ।</p>""]"
"UPI ଠକେଇରୁ କିପରି ରକ୍ଷା ପାଇବେ?","[""<p>ଆପଣଙ୍କର UPI ଆକାଉଣ୍ଟରେ କ୍ଷତିକାରକ ଅନୁପ୍ରବେଶକୁ ଏଡାଇବା ପାଇଁ, ଆପଣ ନିମ୍ନରେ ଦିଆଯାଇଥିବା ଟିପ୍ସଗୁଡିକ ଅନୁସରଣ କରିପାରିବେ - <ol style = 'list-style-type none'> * UPI ସମ୍ବନ୍ଧୀୟ RBI ନିର୍ଦ୍ଦେଶାବଳୀକୁ ଭଲଭାବେ ପଢ଼ନ୍ତୁ | </li> <li> * କରନ୍ତୁ ନାହିଁ | ବ୍ୟାଙ୍କ କର୍ମଚାରୀ ଭାବରେ ପଚାରିଥିବା ବ୍ୟକ୍ତିଙ୍କ ସହିତ ଆପଣଙ୍କର ଯେକୌଣସି ବ୍ୟାଙ୍କ ବିବରଣୀ ଅଂଶୀଦାର କରନ୍ତୁ। </ li> <li> କେବଳ। </ li> <li> * ଦେୟ ଅନୁରୋଧ ସହିତ ଅତି ସତର୍କ ରୁହନ୍ତୁ। <ol> ତେଣୁ, UPI ଠକେଇ ଉପରେ ଏହି ଗାଇଡ୍ କୁ ବିଚାର କରନ୍ତୁ ଏବଂ ସମ୍ଭାବ୍ୟ ଭାବରେ ଠକାମିର ସମସ୍ୟାକୁ ଏଡାଇବା ପାଇଁ | ନିୟମ ମାନିବା ଏବଂ ବୈଷୟିକ ସିକ୍ୟୁରିଟି ଲାଗୁ କରିବା ଏହି ଠକେଇରୁ ଦୂରେଇ ରହିପାରିବ ଏବଂ ନିରବିହୀନ କାରବାରକୁ ଉପଭୋଗ କରିପାରିବ |</p>""]"
"କେଉଁ ଆର୍ଥିକ ସଂସ୍ଥା TREPS ରେ ଅଂଶଗ୍ରହଣ କରିବାକୁ ଅନୁମତିପ୍ରାପ୍ତ?","[""<p>ପବ୍ଲିକ ସେକ୍ଟର ବ୍ୟାଙ୍କ, ବେସରକାରୀ ବ୍ୟାଙ୍କ, ବିଦେଶୀ ବ୍ୟାଙ୍କ, ସମବାୟ ବ୍ୟାଙ୍କ, ଆର୍ଥିକ ପ୍ରତିଷ୍ଠାନ, ବୀମା କମ୍ପାନୀ, ମ୍ୟୁଚୁଆଲ ଫଣ୍ଡ, ପ୍ରାଥମିକ ଡିଲର, ବ୍ୟାଙ୍କ କମ ପ୍ରାଥମିକ ଡିଲର, ଏନବିଏଫସି, କର୍ପୋରେଟ, ପ୍ରୋଭିଡେଣ୍ଟ / ପେନ୍ସନ୍ ପାଣ୍ଠି, ପେମେଣ୍ଟ ବ୍ୟାଙ୍କ, କ୍ଷୁଦ୍ର ଫାଇନାନ୍ସ ବ୍ୟାଙ୍କ ପରି ଆର୍ଥିକ ସଂସ୍ଥା , ଇତ୍ୟାଦି TREPS ରେ ଅଂଶଗ୍ରହଣ କରିବାକୁ ଅନୁମତିପ୍ରାପ୍ତ |</p>""]"
"ଆରବିଆଇ ଦ୍ୱାରା ଅନୁମୋଦିତ TReDS ସଂସ୍ଥାଗୁଡ଼ିକର ବିବରଣୀ ମୁଁ କେଉଁଠାରୁ ପାଇବି?","[""<p>TReDS ସମେତ ସମସ୍ତ ପ୍ରାଧିକୃତ ପେମେଣ୍ଟ ସିଷ୍ଟମ ଅପରେଟର୍ସ (PSO) ର ତାଲିକା ଆରବିଆଇ ୱେବସାଇଟରେ ଉପଲବ୍ଧ |</p>""]"
"ICD କାରବାରର ମୁଖ୍ୟ ବୈଶିଷ୍ଟ୍ୟ ଶିଷ୍ଟ୍ୟଗୁଡିକ କ’ଣ?","[""<p>ଆଇସିଡି କାରବାରର ମୁଖ୍ୟ ବୈଶିଷ୍ଟ୍ୟ ଶିଷ୍ଟ୍ୟଗୁଡିକ ନିମ୍ନରେ ଅଛି <br> • ଇଣ୍ଟର-ଅପରେବଲ୍ - ବ୍ୟାଙ୍କ କ୍ୟାସ ରି-ସାଇକେଲ / ସିଡିଏମ୍ରେ ଜମା ନଗଦ <br> • କାର୍ଡ ଆଧାରିତ କାରବାର - ଜମାକାରୀଙ୍କୁ ଅନ୍ୟ ବ୍ୟାଙ୍କରେ କାର୍ଡ ଏବଂ ପିନ୍ ବ୍ୟବହାର କରିବାକୁ ପଡିବ- ସାଇକ୍ଲର୍ / ସିଡିଏମ୍ <br> • ତୃତୀୟ-ପକ୍ଷ ଜମା - କାର୍ଡ ଧାରକଙ୍କର ନିଜସ୍ୱ ଆକାଉଣ୍ଟରେ କିମ୍ବା ଏକ ତୃତୀୟ-ପକ୍ଷ ଆକାଉଣ୍ଟରେ ନଗଦ ଜମା କରିବାର ଏକ ବିକଳ୍ପ ରହିବ | <br> • ଜମା ପାଇଁ ପରିଚାୟକ - <br> • ହିତାଧିକାରୀଙ୍କ 16/19 ଅଙ୍କ ବିଶିଷ୍ଟ ଡେବିଟ୍ / ଏଟିଏମ୍ କାର୍ଡ ନମ୍ବର <br> • ହିତାଧିକାରୀଙ୍କ ଆକାଉଣ୍ଟ୍ ନମ୍ବର ଏବଂ IFSC (ତଥାପି ଲାଇଭ୍ ହେବାକୁ)</p>""]"
"କ୍ରେଡିଟ୍ କାର୍ଡ ପାଇଁ ପ୍ରଯୁଜ୍ୟ ମୁଖ୍ୟ ଦେୟଗୁଡିକ କ’ଣ?","[""<p>ଯୋଗଦାନ ଶୁଳ୍କ - ଏକ କ୍ରେଡିଟ୍ କାର୍ଡ କିଣିବା ସମୟରେ ପ୍ରଦାନ କରାଯାଏ <br> ବାର୍ଷିକ ଦେୟ - ବାର୍ଷିକ ପ୍ରଦାନ କରାଯାଉଥିବା ପୂର୍ବ ନିର୍ଦ୍ଧାରିତ ପରିମାଣ <br> ବିଳମ୍ବ ଦେୟ - ଏହା ଉପରେ ଦେୟ ଦେବାକୁ ପଡିବ ଏବଂ ସୁଧ ଦେୟ ଉପରେ ଯଦି ଠିକ ସମୟରେ ଦେୟ ପ୍ରଦାନ କରାନଯାଏ <br> ନଗଦ ପ୍ରତ୍ୟାହାର - କ୍ରେଡିଟ କାର୍ଡ ବ୍ୟବହାର କରି ନଗଦ ପ୍ରତ୍ୟାହାର ଉପରେ ସୁଧ ଆଦାୟ କରାଯାଏ <br> <br> ବିଦେଶୀ ମୁଦ୍ରା ମାର୍କଅପ୍ - ବିଦେଶରେ କିମ୍ବା ଆନ୍ତର୍ଜାତୀୟ ୱେବସାଇଟରେ କରାଯାଇଥିବା କାରବାର ପାଇଁ, a କାରବାର ମୂଲ୍ୟର ପୂର୍ବ-ପରିଭାଷିତ ଶତକଡା ଦେୟ ଦେବାକୁ ପଡିବ <br> ଓଭର-ସୀମା ଶୁଳ୍କ - କ୍ରୟ, ଫାଇନାନ୍ସ ଚାର୍ଜ କିମ୍ବା ଫି ଆପଣଙ୍କ କ୍ରେଡିଟ୍ ସୀମା ଅତିକ୍ରମ କଲାବେଳେ ଶୁଳ୍କ <br> <br> ଉପରୋକ୍ତ ସମସ୍ତ ଦେୟ ବ୍ୟାଙ୍କରେ ଭିନ୍ନ ହୋଇଥାଏ | । ଅଧିକ ବିବରଣୀ ପାଇଁ, ଆପଣ ଦୟାକରି ଆପଣଙ୍କର ବ୍ୟାଙ୍କ ସହିତ ଯୋଗାଯୋଗ କରିପାରିବେ | |</p>""]"
"କେତେବେଳେ ଜଣେ ଗ୍ରହଣୀୟ ଧାରଣା କ୍ରେଡିଟ୍ ବ୍ୟବହାର କରିପାରିବ?","[""<p>ପ୍ରାପ୍ତ ନୋଟିସିଆଲ୍ କ୍ରେଡିଟ୍ ଅଭିଯୋଗର ସମାଧାନ ଏବଂ ଅଣ-ବ୍ୟାଙ୍କ PPI / ୱାଲେଟ୍ ପ୍ରଦାନକାରୀଙ୍କ ଦ୍ୱାରା ଗ୍ରାହକଙ୍କ ଦାୟିତ୍ବ ପ୍ରତିଷ୍ଠା ଉପରେ ବ୍ୟବହାର କରାଯାଇପାରିବ | ତଥାପି, ଯେକୌଣସି ପରିସ୍ଥିତିରେ, ଅଭିଯୋଗ ଗ୍ରହଣ ତାରିଖ ଠାରୁ ଏହି ଅବଧି 90 ଦିନରୁ ଅଧିକ ହୋଇପାରିବ ନାହିଁ |</p>""]"
"ଟୋଲ ପ୍ଲାଜାରେ ମୋତେ ଅତିରିକ୍ତ ଚାର୍ଜ କରାଯାଇଛି, ଅଭିଯୋଗ କିପରି ବ raise ଼ାଇବେ?","[""ଯେକୌଣସି ଗ୍ରୀଭିଆନ୍ସ ପାଇଁ ତୁରନ୍ତ ନିକଟସ୍ଥ ଶାଖା କିମ୍ବା ପଞ୍ଜୀକୃତ ହେଲ୍ପଲାଇନ ପରିଦର୍ଶନ କରି ତୁରନ୍ତ ଆପଣଙ୍କ ବ୍ୟାଙ୍କ ପାଖରେ ପହଞ୍ଚନ୍ତୁ | ବ୍ୟାଙ୍କ ଅଭିଯୋଗର ସମୀକ୍ଷା କରିବ ଏବଂ ଏହାର ଯୋଗ୍ୟତା ଉପରେ ଆଧାର କରି ବ୍ୟାଙ୍କ ବିବାଦୀୟ ରାଶି ପାଇଁ ଚାର୍ଜବ୍ୟାକ୍ ଉଠାଇ ୱାଲେଟ୍ / ଆକାଉଣ୍ଟକୁ ଫେରସ୍ତ କରିପାରିବ। ମୋତେ ତୁମର ବ୍ୟାଙ୍କ / ଅନୁଷ୍ଠାନର ନାମ ଜଣାଇବାକୁ ଦିଅ""]"
"କିଏ ଏହି କାର୍ଡଗୁଡିକ ପ୍ରଦାନ କରେ?","[""<p>ବ୍ୟାଙ୍କଗୁଡ଼ିକ ଦ୍ୱାରା ଡେବିଟ୍ କାର୍ଡ ଦିଆଯାଏ ଏବଂ ଏକ ବ୍ୟାଙ୍କ ଆକାଉଣ୍ଟ ସହିତ ସଂଯୁକ୍ତ | କ୍ରେଡିଟ୍ କାର୍ଡ ସାଧାରଣତଃ ବ୍ୟାଙ୍କ ଏବଂ ଦୁଇଟି ଅଣ-ବ୍ୟାଙ୍କ ଦ୍ୱାରା ପ୍ରଦାନ କରାଯାଇଥାଏ, କିନ୍ତୁ ଅନ୍ୟ ଅନୁମୋଦିତ ସଂସ୍ଥା ଦ୍ୱାରା ମଧ୍ୟ ଏହା ପ୍ରଦାନ କରାଯାଇପାରେ | କାର୍ଡଧାରୀଙ୍କ ଦ୍ୱାରା ପୂର୍ବରୁ ପ୍ରଦାନ କରାଯାଇଥିବା ମୂଲ୍ୟ ବିରୁଦ୍ଧରେ ବ୍ୟାଙ୍କ / ଅଣ-ବ୍ୟାଙ୍କ ଦ୍ୱାରା ପ୍ରିପେଡ୍ କାର୍ଡ ପ୍ରଦାନ କରାଯାଇଥାଏ ଏବଂ ଏପରି କାର୍ଡରେ ଗଚ୍ଛିତ ରହିଥାଏ ଯାହା କାର୍ଡ କିମ୍ବା ୱାଲେଟ୍ ଆକାରରେ ଦିଆଯାଇପାରେ |</p>""]"
"ବାଣିଜ୍ୟ ସଂଗ୍ରହାଳୟ ଭାବରେ CCIL ର ଭୂମିକା କ’ଣ?","[""<p>ବଜାର ଅଂଶଗ୍ରହଣକାରୀମାନଙ୍କୁ ଫରେକ୍ସ ଫରବାର୍ଡ ଭଳି ଓଟିସି ଡେରିଭେଟିଭ ରିପୋର୍ଟ କରିବା ପାଇଁ ଏକ ପ୍ଲାଟଫର୍ମ ପ୍ରଦାନ କରିବା ପାଇଁ ସିସିଆଇଏଲକୁ ଆରବିଆଇ ଦ୍ୱାରା ଏକ ବାଣିଜ୍ୟ ଭଣ୍ଡାର ଭାବେ ନାମିତ କରାୟାଇଛି, ଫରେକ୍ସ ବିକଳ୍ପଗୁଡ଼ିକ, ସୁଧ ହାର ଅଦଳବଦଳ, କ୍ରସ୍ କରେନ୍ସି ସ୍ୱାପ୍ ଇତ୍ୟାଦି ଏବଂ ଜମା ଓ ବାଣିଜ୍ୟିକ କାଗଜ କାରବାରର ପ୍ରମାଣପତ୍ର।</p>""]"
"ଅଟଳ ପେନ୍ସନ୍ ଯୋଜନା ପାଇଁ ଆପଣଙ୍କୁ କ’ଣ ଡକ୍ୟୁମେଣ୍ଟ୍ ଆବେଦନ କରିବାକୁ ପଡିବ?","[""<p>ଅଟଳ ପେନ୍ସନ୍ ଯୋଜନା ପାଇଁ ନିମ୍ନଲିଖିତ ଦଲିଲଗୁଡ଼ିକ | ଦେଖନ୍ତୁ <ul> <li> ପରିଚୟ ପ୍ରମାଣ (ଆଧାର କାର୍ଡ) </li> <li> ଠିକଣା ପ୍ରମାଣ (ଭୋଟର ପରିଚୟ ପତ୍ର, ଆଧାର କାର୍ଡ ଇତ୍ୟାଦି) </li> <li> ଜନ୍ମ ତାରିଖ ଯାଞ୍ଚ କରିବାକୁ ଡକ୍ୟୁମେଣ୍ଟ (SSLC ସାର୍ଟିଫିକେଟ୍) ) <li> <li> ଆପଣଙ୍କର ସଞ୍ଚୟ ବ୍ୟାଙ୍କର ଆକାଉଣ୍ଟ୍ ନମ୍ବର </ li> <li> ଆପଣଙ୍କର ମଧ୍ୟ ଏକ ସକ୍ରିୟ ଯୋଗାଯୋଗ ନମ୍ବର ରହିବା ଆବଶ୍ୟକ ଯାହା ମାଧ୍ୟମରେ ଆପଣ ନିଶ୍ଚିତକରଣ ଏବଂ ଅନ୍ୟାନ୍ୟ ବିବରଣୀ ପାଇପାରିବେ |</p>""]"
"ଚୁମ୍ବକୀୟ ଷ୍ଟ୍ରାଇପ୍ କାର୍ଡ ଏବଂ EMV ଚିପ୍ ଏବଂ ପିନ୍ କାର୍ଡ କ’ଣ?","[""<p>ଚୁମ୍ବକୀୟ ଷ୍ଟ୍ରାଇପ୍ ହେଉଛି ଆପଣଙ୍କର ଏଟିଏମ୍ / ଡେବିଟ୍ / କ୍ରେଡିଟ୍ କାର୍ଡର ପଛ ପାର୍ଶ୍ୱରେ ଥିବା କଳା ଷ୍ଟ୍ରିପ୍ | ଏହି ଚୁମ୍ବକୀୟ ଷ୍ଟ୍ରାଇପ୍ କାର୍ଡ ତଥ୍ୟ ସଂରକ୍ଷଣ କରୁଥିବାବେଳେ ଏକ EMV ଚିପ୍ ରେ ଥିବା ତଥ୍ୟ & amp; ପିନ୍ କାର୍ଡ ଏକ ଚିପରେ ଗଚ୍ଛିତ ଅଛି | ଚିପ୍ କାର୍ଡର ଆଗ ପାର୍ଶ୍ୱରେ ଦେଖାଯାଏ | |</p>""]"
"କାର୍ଡ ମାଧ୍ୟମରେ ନଗଦ ପ୍ରତ୍ୟାହାର କିମ୍ବା ଦ୍ରବ୍ୟ ଏବଂ ସେବା କ୍ରୟ ପାଇଁ ସୀମା କିଏ ସ୍ଥିର କରେ?","[""<p>ATMsରେ ଟଙ୍କା ଉଠାଣର ସୀମା ଏବଂ ସାମଗ୍ରୀ ଏବଂ ସେବା କିଣିବା ପାଇଁ କାର୍ଡ ପ୍ରଦାନକାରୀଙ୍କ ଦ୍ୱାରା ନିର୍ଦ୍ଧାରିତ ହୋଇଥାଏ। ଏହି ସୀମା ମଧ୍ୟରେ, କାର୍ଡ ଧାରକ ଘରୋଇ, ଅନ୍ତର୍ଜାତୀୟ, PoS, ATMs, ଅନଲାଇନ କାରବାର, କଣ୍ଟାକ୍ଟଲେସ କାରବାର ଇତ୍ୟାଦି ବିଭିନ୍ନ ବ୍ୟବହାର ପାଇଁ କାରବାର ସୀମା ନିର୍ଦ୍ଧାରଣ ଏବଂ ସଂଶୋଧନ କରିପାରିବେ। ଭାରତୀୟ ରିଜର୍ଭ ବ୍ୟାଙ୍କ (ଆରବିଆଇ) ଦ୍ୱାରା PoS ଟର୍ମିନାଲରେ ଡେବିଟ କାର୍ଡ ଏବଂ ଫୁଲ-କେବାଇସି ପ୍ରିପେଡ କାର୍ଡ ବ୍ୟବହାର କରି ନଗଦ ଉଠାଣକୁ ଅନୁମତି ଦିଆୟାଇଛି, ଯେଉଁଥିରେ ସର୍ବାଧିକ 10,000 ଟଙ୍କା ମାସିକ ସୀମା ମଧ୍ୟରେ ପ୍ରତି ନେଣଦେଣରୁ ସର୍ବାଧିକ 2,000 ଟଙ୍କା ଉଠାଇପାରିବେ। କାର୍ଡଧାରୀମାନେ ସେମାନଙ୍କ ଦ୍ୱାରା ପ୍ରଦାନ କରାୟାଇଥିବା ଏଭଳି ସୁବିଧା ସମ୍ପର୍କରେ ସବିଶେଷ ତଥ୍ୟ ପାଇବା ପାଇଁ ସେମାନଙ୍କ ପ୍ରଦାନକାରୀଙ୍କ ସହ ଯାଞ୍ଚ କରିପାରିବେ।</p>""]"
"RTGS ବ୍ୟବହାର କରିବାର ଲାଭ କ’ଣ?","[""<p>ପାଣ୍ଠି ସ୍ଥାନାନ୍ତର ପାଇଁ RTGS ଅନେକ ସୁବିଧା ପ୍ରଦାନ କରେ ଏହା ପାଣ୍ଠି ସ୍ଥାନାନ୍ତର ପାଇଁ ଏକ ନିରାପଦ ଏବଂ ସୁରକ୍ଷିତ ବ୍ୟବସ୍ଥା | RTGS କାରବାର / ସ୍ଥାନାନ୍ତରଣରେ ଆରବିଆଇ ଦ୍ୱାରା କୌଣସି ରାଶି କ୍ୟାପ୍ ସେଟ୍ ନାହିଁ | ସିଷ୍ଟମ୍ 24x7x365 ଆଧାରରେ ସମସ୍ତ ଦିନରେ ଉପଲବ୍ଧ | ହିତାଧିକାରୀ ଆକାଉଣ୍ଟକୁ ପାଣ୍ଠିର ପ୍ରକୃତ ସମୟ ସ୍ଥାନାନ୍ତର ଅଛି | ରିମିଟର୍ ଏକ ଶାରୀରିକ ଯାଞ୍ଚ କିମ୍ବା ଡିମାଣ୍ଡ ଡ୍ରାଫ୍ଟ ବ୍ୟବହାର କରିବା ଆବଶ୍ୟକ କରେ ନାହିଁ | ହିତାଧିକାରୀ କାଗଜ ଉପକରଣ ଜମା କରିବା ପାଇଁ ବ୍ୟାଙ୍କ ଶାଖା ପରିଦର୍ଶନ କରିବା ଆବଶ୍ୟକ କରନ୍ତି ନାହିଁ | ହିତାଧିକାରୀ ଶାରୀରିକ ଯନ୍ତ୍ରର କ୍ଷତି / ଚୋରି କିମ୍ବା ଏହାର ଜାଲିଆତି ହେବାର ସମ୍ଭାବନାକୁ ନେଇ ଭୟଭୀତ ହେବା ଆବଶ୍ୟକ ନୁହେଁ | ଯଦି ତାଙ୍କ ବ୍ୟାଙ୍କ ଏପରି ସେବା ପ୍ରଦାନ କରେ, ତେବେ ଇଣ୍ଟରନେଟ୍ ବ୍ୟାଙ୍କିଙ୍ଗ୍ ବ୍ୟବହାର କରି ରିମିଟର୍ ତାଙ୍କ ଘର / କାର୍ଯ୍ୟ ସ୍ଥାନରୁ ଟଙ୍କା ପଠାଇ ପାରିବେ | ଏହି କାରବାର ଶୁଳ୍କ ଆରବିଆଇ ଦ୍ୱାରା ବନ୍ଦ କରାଯାଇଛି। ଏହି କାରବାରର ଆଇନଗତ ସମର୍ଥନ ରହିଛି |</p>""]"
"ଏକ ବିଫଳ NEFT କାରବାରର ରେଭେର୍ସଲ ପାଇଁ ଆଶା କରାଯାଉଥିବା ସମୟ ସୀମା କ’ଣ?","[""<p>ଏକ ବିଫଳ NEFT (ନ୍ୟାସନାଲ ଇଲେକ୍ଟ୍ରୋନିକ୍ ଫଣ୍ଡ ଟ୍ରାନ୍ସଫର) କାରବାରର ଓଲଟା ପାଇଁ ସମୟ ସୀମା ବ୍ୟାଙ୍କର ଆଭ୍ୟନ୍ତରୀଣ ନୀତି ଏବଂ ପଦ୍ଧତି ଉପରେ ନିର୍ଭର କରି ଭିନ୍ନ ହୋଇପାରେ | ସାଧାରଣତଃ ,, ବିଫଳ କାରବାର ତାରିଖ ଠାରୁ 1-2 କାର୍ଯ୍ୟଦିବସ ମଧ୍ୟରେ ବ୍ୟାଙ୍କଗୁଡିକ NEFT ରିଭର୍ସାଲ୍ ପ୍ରକ୍ରିୟାକରଣ କରିବେ ବୋଲି ଆଶା କରାଯାଏ | ତଥାପି, NEFT ରିଭର୍ସାଲ୍ ପାଇଁ ସେମାନଙ୍କର ନିର୍ଦ୍ଦିଷ୍ଟ ସମୟସୀମା ସମ୍ବନ୍ଧରେ ଆପଣଙ୍କର ବ୍ୟାଙ୍କ ସହିତ ଯାଞ୍ଚ କରିବା ପରାମର୍ଶଦାୟକ ଅଟେ | <br> ମୋତେ ଆପଣଙ୍କର ବ୍ୟାଙ୍କ / ଅନୁଷ୍ଠାନର ନାମ ଜଣାନ୍ତୁ |</p>""]"
"ମୁଁ ପେଟିଏମ୍ ମାଧ୍ୟମରେ ଏକ ଦେୟ ଦେବାକୁ ଚେଷ୍ଟା କଲି ଏହା ପ୍ରକ୍ରିୟାକରଣ ଦେଖାଉଛି କି?","[""<p>ନିଶ୍ଚିତ କରନ୍ତୁ ଯେ ଆପଣ ଅପ୍ ଆପ୍ ର ସର୍ବଶେଷ ସଂସ୍କରଣ ବ୍ୟବହାର କରୁଛନ୍ତି, ଆପଣଙ୍କର ଭଲ ଇଣ୍ଟରନେଟ୍ ସଂଯୋଗ ଅଛି, ଏବଂ ଆପଣଙ୍କର ଫୋନ୍ କ୍ୟାମେରା ଅନ୍ୟ ଏକ ଆପ୍ ଦ୍ୱାରା ବ୍ୟବହୃତ ହେଉନାହିଁ ଏବଂ ତାପରେ, ଏକ QR କୋଡ୍ ସ୍କାନ୍ କରିବାକୁ ଚେଷ୍ଟା କରନ୍ତୁ | <br> <br> ଯଦି ଆପଣ ତଥାପି ସ୍କାନ୍ କରିବାରେ ଅସମର୍ଥ, ନିମ୍ନଲିଖିତ ପଦକ୍ଷେପଗୁଡ଼ିକୁ ଅନୁସରଣ କରି ତ୍ରୁଟି ନିବାରଣ <ol type = ''> <li> ଆପଣଙ୍କର ଆଣ୍ଡ୍ରଏଡ୍ ଡିଭାଇସରେ ଫୋନ୍ ସେଟିଂସମୂହକୁ ଯାଆନ୍ତୁ। ଗୁଗୁଲ୍ ପ୍ଲେ ସର୍ଭିସେସ୍। </ li> <li> ଷ୍ଟୋରେଜ୍ ଏବଂ କ୍ୟାଚ୍ ଟ୍ୟାପ୍ କରନ୍ତୁ। <li> <li> ଓକେ ଟ୍ୟାପ୍ କରନ୍ତୁ। </ li> <li> ଅପ୍ ଆପ୍ ଖୋଲନ୍ତୁ। </ li> <li> QR କୋଡ୍ ଆଇକନ୍ ଟ୍ୟାପ୍ କରନ୍ତୁ। > </ol> ଯଦି ସମସ୍ୟା ଜାରି ରହେ ଦୟାକରି ସମାନ ପାଇଁ ନିକଟସ୍ଥ ବ୍ୟାଙ୍କ ଶାଖାରେ ପହଞ୍ଚନ୍ତୁ |</p>""]"
"ICD କାରବାରର ଲାଭ କ’ଣ?","[""<p>ନୋଟଗୁଡିକର ତତକ୍ଷଣାତ୍ ଯାଞ୍ଚ <br> • ଗ୍ରାହକଙ୍କ ଆକାଉଣ୍ଟକୁ ତୁରନ୍ତ କ୍ରେଡିଟ୍ <br> • ଗ୍ରାହକ ସୁବିଧା (ଜମା ସ୍ଲିପ୍ ପୂରଣ କରିବାର ଆବଶ୍ୟକତା ନାହିଁ / ଲମ୍ବା ଧାଡିରେ ଠିଆ ହେବାର ଆବଶ୍ୟକତା ନାହିଁ) <br> • 24/7 ଉପଲବ୍ଧତା <br> • କାଗଜ କମ୍ <br> • ଉତ୍ତମ ପାଣ୍ଠି ପରିଚାଳନା <br> • ମୁଦ୍ରା ନୋଟ୍ ନାମକୁ ଜ୍ଞାନୀ କରିବା ଏବଂ ସଜାଇବା ଆବଶ୍ୟକ ନାହିଁ | <br> • ତୃତୀୟ ପକ୍ଷ ଆକାଉଣ୍ଟ ଜମା |</p>""]"
